Descripcion;Funcionario;Cargo;Organismo;Fecha;Valor_estimado;Destino;Entregado_por
"Un (1) Colgante ""De la Buena Energía y Fortuna""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-17;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Feldmann Laura Griselda
"Una (1) medallita de ""San Francisco Javier""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-17;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Bugnón Patricia
"Un (1) chaleco inflable modelo ""Atrapa Sueños""/ Un (1) Delantal de plástico infantil /Dos (2) Vinchas con flores/Un (1) pantaloncito corto de algodón /Un (1) pantaloncito largo de algodón /Una (1) Remera de algodón";Macri Mauricio;Hija del Señor Presidente, Srita Antonia Macri;Presidencia de la Nación;2019-10-17;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;García Erika
Un (1) Gorro de lana naranja tejido;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-17;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Rojas Gloria
Dos (2) estampitas de la Virgen del Carmen + un escapulario/ Una (1) estampita del Santo Rosario Evangelio hecho en oración + un rosario;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-17;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Druczkoski Raquel
Tres (3) rosarios de madera;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-16;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
"Una (1) Camisa de ""Pato Pampa""- Talle 40";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-16;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Sieber Erica
"Una (1) Piedra: ""Turmalina negra""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-15;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
"Un (1) CD:"" Mi sueño""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-15;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Naim Victorio
"Un (1) cuadrito conmemorativo de la Fundación ""Leandra Barros""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-15;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Barros Fundación Leandra
"Un (1) Vestidito tejido con los colores alemanes/ Una (1) Chomba de ""Aldea Protestante """;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-14;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Herbel Duilio
"Una (1) Remera de ""Sí Se Puede""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-14;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Designs Paraná
Un (1) Birrete del Ejército Argentino + escudito de OTAN Kosovo 2006;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-14;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Jacob Norberto Luis
Una (1) Cuenco de madera y alpaca;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-10;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Daher Eugenia
Un (1) Tapiz colgante;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-10;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;El Mollar Escuela 4432
Un (1) Pesebre de Belén;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-10;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;de Teruelo Noemí
Un (1) Cuchillo para colgar en la pared;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-10;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ivetich Esteban
Una (1) Imagen de yeso de la Virgen del Milagro/ Una (1) Imagen de yeso del Señor del Milagro;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-10;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Eguren Rosa Elizabeth
"Una (1) lapicera ""Sabonis""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-08;Inferior a 4 módulos.;Mnisterio de Desarrollo Social y Salud;"""Las dos V"" Librería Escolar"
Una (1) cartera de tela en blanco y negro;Macri Mauricio;Señora Primera Dama;Presidencia de la Nación;2019-10-08;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Picón Araceli Fabiana
Un (1) cuadrito en madera para colgar pintado a mano;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-08;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Maguie Maguie
Dos (2) imanes tejidos en forma de limón y de frutilla;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-07;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Petrona Gaby
"Una (1) remera del ""Síndrome de Di George""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-07;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Castillo Consuelo
Un (1) Imán con la imagen de la Virgen de la Merced + Una (1) estampita de la Virgen de la Merced;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-07;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Gladys Gladys
Una (1) Vincha con florcitas/ Un (1) collar con el dije de la Virgen de la Merced;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-07;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
Un (1) cuadrito de la Virgen del Milagrio-Felicia- Pcia de Santa Fe;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-07;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Bartizaghi Marcela
Una (1) Cruz en forma de dije;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-07;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Bruke Mercedes
"Una (1) Tabla de madera con la inscripción: ""Río Colorado Hilario 5/10/19""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-04;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
"Un (1) Cuadrito decorativo:""No estoy diciendo que será fácil, te estoy diciendo que valdrá la pena""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-04;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
Un (1) Porta celular hecho con lana con los colores de Boca Juniors;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-04;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;García Mariel
Una (1) boina;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-04;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
Una (1) pashmina de hilo tejido de la Comunidad originaria Penal Wesi;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-03;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Arias Crecencio Guadalupe
Un (1) Rosario con cuentas de piedritas + Una (1) estampita de San Roque+ Una (1) estampa de El Detente;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-03;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
Un (1) pendrive con spot publicitario de AANE Fundación de discapacidad;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-03;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
Una (1) caja de té de madera x 3 divisiones;Macri Mauricio;Presidente de la Nación;Dirección General de Ceremonial;2019-10-03;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
Un (1) rosario de madera y plata;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-03;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Consalonieri Sara
Una (1) imagen de la Virgen de Luján en colores;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-03;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Dlugovitzky Diego
Un (1) juego de mate: un (1) termo, (1) mate, (1) azucarera y (1) yerbera;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-02;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
Un (1) reloj de madera de mesa;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-02;Inferior a 4 módulos.;Ministerio de Desarrollo Soicla y Salud;Ciudadano Ciudadano
Un (1) rosario de madera;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-02;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Amchesdt Julio César
GEMELOS;SUAREZ SALVIA MARCELO GABRIEL;DIRECTOR NACIONAL DE CEREMONIAL;MINISTERIO DE RELACIONES EXTERIORES Y CULTO;2019-10-23;Inferior a 4 módulos.;DIRECCION NACIONAL DE CEREMONIAL;Embajada de Estados Unidos en la Republica Argentina
"Un (1) CD: ""Los Farolitos del Chamamé""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-02;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
Un (1) colgante hecho con la imagen de Santa Felicita;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-02;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Geese Mariana
"Una (1) alfombra de ""Boca Juniors""/ Una (1) alfombra de la ""Bandera de Argentina""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-02;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Franck Alejandra Riberi
Dos (2) libritos de la Virgen del Milagro/Doce (12) medallitas de Santa Felicitas/Tres (3) llaveros en forma de rosa/Un (1) rosario de plata con la imagen de Santa Felicita;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-02;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Mora Fernanda Bó
"Un (1) colgante decorativo en madera ""Ríe, Vive, Ama""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-02;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Fuhr María Rosa
"Una (1) remera de algodón negra con la inscripción ""Live""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-02;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;de Ghicuco Sonia Annoni
Un (1) broche en forma de escarapela;Macri Mauricio;Señora Primera Dama;Presidencia de la Nación;2019-10-02;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Astesana Belén
Una (1) camiseta de fútbol Rio Primero;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-01;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
Una (1) camiseta de fútbol de Club Sarmiento Santiago Temple;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-01;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
Una (1) corbata con diseño de la bandera argentina;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-01;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Alvarez Gustavo
"Dos (2) CD: ""Corazón de Camionero""/""Sólo un sueño""/Un (1) mate de madera";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-01;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Carabajales TC Transportes
"Una (1) Bandera de ""Defensores del Cambio, Lomas de Zamora""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-30;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
"Una (1) Remera de fútbol ""Club Agustín Roca""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-30;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Mouras Robertino
Portaretratos de plata (15X15).;FERRER MARIA NOEL;Coordinadora General;Tribunal Fiscal de la Nación;2019-11-08;Inferior a 4 módulos.;-;ASOCIACIÓN ARGENTINA DE ESTUDIOS FISCALES
"Un (1) frasco de aceite esencial de ""Mirra""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-30;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Cassani Mary
Un (1) reloj de pared grande;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-27;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;de Saladillo Municipalidad
Una (1) remera de fútbol de D y J;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-25;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
"Una (1) lapicera ""Climate Pen"" hecha de dioxido de carbono";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-23;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Niemi Kaius
Un (1) bolso porta mate y termo;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-19;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;de la Viña Hotel Altos
Una (1) estampita de la Virgen de Guadalupe/Un (1) rosario;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-18;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
Una (1) Publicación del Centro de Difusión del Santuario de la Virgen de San Nicolás + estampitas /Un (1) gotero con agua bendita surgida debajo del Santuario de la Virgen de San Nicolás/Dos (2) medallas de la Virgen de San Nicolás;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-18;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;de San Nicolás Centro de Difusión del Santuario de la Virgen
Una (1) chomba roja;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-18;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Roxana Nidia
Cartera;Gonzalez Patricia Silvina del Huerto;Coordinadora;Ministerio de Relaciones Exteriores y Culto;2019-11-05;Inferior a 4 módulos.;;Embajada DEL ESTADO DE QATAR
Un (1) crucifijo para colgar con la imagen de Cristo y la Medalla de San Benito;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-18;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;de Denett Stella Maris Toca
"Una (1) bandera argentina dedicada con ""Si Se Puede""/ Un (1) llavero de la Virgen del Milagro";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-18;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Soria Stella Maris
Un (1) portallaves de pared con un cactus decorativo;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-18;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Chachagua Sandra del Carmen Chachagua
"Una (1) pañuelo por la causa de ""Ley de Endometriosis "" Mujeres Autoconvocadas";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-17;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Forastieri Stella Maris
Una (1) imagen de la Virgen de Luján + 2 rosarios;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-15;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
Un (1) unicornio de cerámica;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-13;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Artesana Susana
"Un (1) CD: ""Catalina, sencillita""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-11;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
"Un (1) mate de madera con el nombre ""Metalúrgica Halcón""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-11;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Halcón Metalúrgica
Una (1) camiseta de fútbol de la Comuna de Álvarez;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-11;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
"Dos (2) jeans ""Akira""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-05;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Cooperativa de Trabajo Confecciones Montecristo LTDA
Un (1) jarrón decorado de cerámica;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-04;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Fenghe WEI
"Un (1) cuadro en acuarela: ""Paisaje de Hualfin""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-29;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Gómez Roberto
Una (1) bandeja con la inscripción CONINAGRO;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-27;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;IANNIZZOTTO Carlos
Un (1) maní de plástico grande/ Un (1) llavero con logo de General Cabrera;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-27;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Carasso Marcos
Un (1) juego de té de cerámica;Macri Mauricio;Señora Primera Dama;Presidencia de la Nación;2019-08-23;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Abdo Silvana
